IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.243.203.119,80,80,false,HKG,Asia Pacific,Hong Kong,91,0.60
8.210.174.156,2096,2096,true,HKG,Asia Pacific,Hong Kong,89,0.59
8.210.101.157,80,80,false,HKG,Asia Pacific,Hong Kong,45,0.59
8.217.91.121,80,80,false,HKG,Asia Pacific,Hong Kong,104,0.58
47.243.18.199,8443,8443,true,HKG,Asia Pacific,Hong Kong,40,0.58
8.210.119.11,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,0.57
47.242.17.250,2087,2087,true,HKG,Asia Pacific,Hong Kong,102,0.52
8.210.156.6,8080,8080,false,HKG,Asia Pacific,Hong Kong,55,0.52
47.243.107.148,8443,8443,true,HKG,Asia Pacific,Hong Kong,50,0.51
47.242.119.104,2083,2083,true,HKG,Asia Pacific,Hong Kong,78,0.51
8.218.204.128,80,80,false,HKG,Asia Pacific,Hong Kong,92,0.50
23.224.33.64,35333,443,true,HKG,Asia Pacific,Hong Kong,180,0.50
47.242.36.78,8880,8880,false,HKG,Asia Pacific,Hong Kong,89,0.49
8.210.119.11,8080,8080,false,HKG,Asia Pacific,Hong Kong,90,0.49
8.218.65.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,93,0.47
47.242.7.162,2083,2083,true,HKG,Asia Pacific,Hong Kong,94,0.47
47.243.183.127,8443,8443,true,HKG,Asia Pacific,Hong Kong,49,0.46
47.76.37.57,2052,2052,false,HKG,Asia Pacific,Hong Kong,104,0.45
8.218.204.128,8443,8443,true,HKG,Asia Pacific,Hong Kong,42,0.43
47.242.42.153,2096,2096,true,HKG,Asia Pacific,Hong Kong,85,0.41
47.242.17.250,2086,2086,false,HKG,Asia Pacific,Hong Kong,104,0.41
8.210.119.11,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.40
8.210.119.11,2087,2087,true,HKG,Asia Pacific,Hong Kong,96,0.38
47.243.255.224,2087,2087,true,HKG,Asia Pacific,Hong Kong,112,0.38
8.218.18.132,80,80,false,HKG,Asia Pacific,Hong Kong,83,0.36
8.210.21.65,80,80,false,HKG,Asia Pacific,Hong Kong,86,0.36
47.243.203.119,2053,2053,true,HKG,Asia Pacific,Hong Kong,41,0.36
47.238.131.39,443,443,true,HKG,Asia Pacific,Hong Kong,37,0.31
183.232.159.172,2052,2086,false,SJC,North America,San Jose,74,0.31
103.117.101.10,28630,443,true,HKG,Asia Pacific,Hong Kong,119,0.29
47.243.27.217,8443,8443,true,HKG,Asia Pacific,Hong Kong,100,0.21
47.238.6.58,8443,8443,true,HKG,Asia Pacific,Hong Kong,90,0.16
43.155.75.66,443,443,true,HKG,Asia Pacific,Hong Kong,82,0.09
39.126.44.106,37635,80,false,HKG,Asia Pacific,Hong Kong,329,0.09
8.210.175.109,2083,2083,true,HKG,Asia Pacific,Hong Kong,53,0.08
165.154.43.92,35187,443,true,HKG,Asia Pacific,Hong Kong,86,0.05
47.76.218.163,443,443,true,HKG,Asia Pacific,Hong Kong,85,0.05
103.115.40.133,36332,443,true,HKG,Asia Pacific,Hong Kong,104,0.04
8.210.55.134,8443,8443,true,HKG,Asia Pacific,Hong Kong,45,0.02
8.210.34.188,2083,2083,true,HKG,Asia Pacific,Hong Kong,53,0.00
128.1.132.82,443,443,true,HKG,Asia Pacific,Hong Kong,303,0.00
47.76.178.146,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,0.00
219.76.13.181,443,443,true,HKG,Asia Pacific,Hong Kong,100,0.00
219.76.13.164,443,443,true,HKG,Asia Pacific,Hong Kong,98,0.00
120.220.19.109,2052,2052,false,HKG,Asia Pacific,Hong Kong,55,0.00
47.238.131.39,2087,2087,true,HKG,Asia Pacific,Hong Kong,37,0.00
47.76.49.246,2052,2052,false,HKG,Asia Pacific,Hong Kong,91,0.00
118.193.37.162,60997,80,false,HKG,Asia Pacific,Hong Kong,48,0.00
118.193.33.119,27942,443,true,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.201.73,8080,8080,false,HKG,Asia Pacific,Hong Kong,101,0.00
47.242.7.162,8443,8443,true,HKG,Asia Pacific,Hong Kong,89,0.00
47.243.26.83,2096,2096,true,HKG,Asia Pacific,Hong Kong,49,0.00
47.243.26.83,2083,2083,true,HKG,Asia Pacific,Hong Kong,44,0.00
47.243.203.119,8443,8443,true,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.53.110,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.00
103.220.72.40,443,443,true,HKG,Asia Pacific,Hong Kong,100,0.00
8.217.250.5,80,80,false,HKG,Asia Pacific,Hong Kong,50,0.00
219.76.13.186,443,443,true,HKG,Asia Pacific,Hong Kong,98,0.00
47.76.33.40,80,80,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.5.154,2053,2053,true,HKG,Asia Pacific,Hong Kong,79,0.00
